text,sentiment
 What a pity ! I missed it again . ,sadness
Birth of children.,joy
I went to visit a friend in hospital.  He was going to be operated the next day.  I was afraid that they would not let me in and I did not know what his reaction would be on seeing me.,fear
" Ho , no ! ",neutral
 Mario Puku . ,neutral
While dancing in a restaurant last week.,joy
" Oh , my computer crashed again ! ",sadness
"When someone I trusted very much, disappointed me.",anger
Discussing with a certain person about a job I was getting and that perosn was negative and pessimistic.,anger
 A lot of things . There is a part about how old people should accept being old and stop feeling restless . You really should read it . ,joy
 Won ’ t you get lonely ? ,neutral
" Thank you , they ’ re beautiful . You can hang your coat over there . Try this new couch , it is so comfortable . You will love it . Want something to drink , tea , coffee , juice or Cola ? ",joy
" Oh , I see . ",neutral
When my uncle died of leukemia at age 35.,sadness
 I did a B . A . in economics . Remember ? ,joy
When I was admitted to a Language school. On the day when I was informed by a message and my parents congratulated me.,joy
 Big head ! ,neutral
"When my father did not get back from Chipata on time, he was thus holding back progress as everything depended on him.  I felt angry over his actions.",anger
"When I had to walk over three kms through a field which had wild bulls, because my car had broken down.",fear
"Y a @IDFrabbi , qui se définit comme Friend of the Israeli soldier and Mossad agent. qui me follow sur twitter. #9FARET",fear
 That makes a lot of sense . Does the TV work well ? ,neutral
"` Everyone seemed very pleased with the arrangements Philippe had made , didn't they , Rose ? "" ",joy
"When I was able to buy my new car, after lots of problems.",joy
" Hi , Andy . ",neutral
When my mother kept me in leading-strings.,anger
Once while walking along a hill; I fell down out of carelessness and I broke my left arm.,fear
"When I am accused of something I have not done, I get unbelievably angry.",anger
 Of course . ,neutral
 You too . ,neutral
 Excuse me ? ,neutral
 Very nice . ,joy
FOR months now I have been trying to contain excitement at the thought of the compact disc . ,joy
"As he nodded she went on , ` I 'd had a bit of a knock in -- in a relationship with a man in London , and I was very miserable over Elise 's death . ",sadness
Finally being asked by someone to a banquet.,joy
The nurse sent to accompany Leslie tried hard to melt into the background as the overjoyed family spent several hours opening presents under the tree . ,joy
" Yes , I do . ",neutral
"A friend of mine came to visit and stayed with my roommate and me. My roommate and she became good friends. After she left, he didn't talk too highly of her.",anger
I was angry when I watched a ski-race. All the Austrian skiers dropped out.,anger
" But I ended up with finding out lady that night , that you were with other girl at cafe near your home . ",anger
 What kind of music do you like ? ,neutral
I slept in a tent at the Barracks which caught fire at night and my best possessions got burnt in there.,sadness
For the first time in my life telling someone I loved them.,joy
 9. My biggest fear is needles. I can't stand getting a shot.  ,fear
 Maybe it is the most difficult period of my family have experienced . ,sadness
 Good luck ! ,neutral
The weather is very bad (fog and slipperiness) the newcast reports many traffic accidents and my boyfriend is driving home and still has 60 kilometers to go.,fear
` I am horrified that somebody would do such a thing . ,fear
"When I get something that seemed very hard like getting a job, a boyfriend, etc. A specific sutuations, was when I started to date a boy whom I liked for a long time.",joy
 Titanic . ,neutral
 I think someone is stalking me . ,fear
When a friend of mine was trying to make a fool out of me.,anger
When I was at school.,sadness
" He treats everyone pretty badly , but the way he treats me really takes the cake ! ",anger
I was really angry when the President general of was arrested by policemen.,anger
 Next June . ,neutral
"A holiday at a white sand deserted beach. A cool evening near the end of summer and we had a fire in the sand - toasted marshmellows, cuddled and drank champagne.",joy
"Hi , Walter ! ",neutral
This leads to highly agitated motions and correspondingly high temperatures . ,fear
 Let me have a look . Whoa ! Get away from me ! ,fear
 Not on your life ! I know I'd break my leg ,fear
When some friends betrayed my friendship.,anger
"Me , I 'm miserable that it 's all beginning . ",sadness
"On the way back from Denmark with a friend on a small yatch, there was a storm and my friend was blown overboard;  I was very scared till I managed to get him back onboard.",fear
On December the 28th I was filled with Joy when I was told by my bosses that I had been selected to attend a course at the  School for Health Scienced in London.,joy
 The s not the problem-Your Attention 2 fearful possibilities s the attracting force. Stop 8 quick -Cheryl Janecky #loa #anxiety,fear
I was in the library of medical psychology and walked into the wrong direction. A man who came out of a room threated me very denigrating and I became very angry in a resisting manner.,anger
"During lectures, I sensed an unexpressed understanding with a boy I did not know.  We exchange glances ; I think he likes me, and I like him too.  Perhaps he has fallen in love with me .........",joy
First day at University (I didn't know what to expect).,fear
